claim_id,provider,case_id,chart,section,claim_text,claim_type,operator,value_expected,period,evidence_span,verifiability,needs_human_review,verification_status,verification_reason,gt_source,gt_values_count,gt_category_count,gt_series_count,gt_min,gt_max,gt_mean,gt_median,gt_std_dev,matched_values
openai_00073_0065,openai,00073,health indicators by category (00073),relevant_patterns_trends_and_comparisons,"The series averages confirm this separation: 59.8 for Resolved, 71.3 for Under follow-up, and 85.0 for Referred",value,,59.8|71.3|85.0,,"The series averages confirm this separation: 59.8 for Resolved, 71.3 for Under follow-up, and 85.0 for Referred",high,False,contradicted,some_numeric_values_not_found,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",36,12,3,57.7,88.7,72.044444,71.6,10.687521,59.8|71.3
openai_00073_0066,openai,00073,health indicators by category (00073),relevant_patterns_trends_and_comparisons,"Resolved ranges only from 57.7 to 63.3, Under follow-up from 68.6 to 75.5, and Referred from 81.3 to 88.7",value,,57.7|63.3|68.6|75.5|81.3|88.7,,"Resolved ranges only from 57.7 to 63.3, Under follow-up from 68.6 to 75.5, and Referred from 81.3 to 88.7",high,False,supported,all_numeric_values_matched,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",36,12,3,57.7,88.7,72.044444,71.6,10.687521,57.7|63.3|68.6|75.5|81.3|88.7
openai_00073_0067,openai,00073,health indicators by category (00073),relevant_patterns_trends_and_comparisons,"This means category-to-category differences are present but not dramatic, matching the chart’s overall pattern of very close values",other,,,,"This means category-to-category differences are present but not dramatic, matching the chart’s overall pattern of very close values",low,True,insufficient_data,no_numeric_values_in_claim,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",36,12,3,57.7,88.7,72.044444,71.6,10.687521,
openai_00073_0068,openai,00073,health indicators by category (00073),relevant_patterns_trends_and_comparisons,A third pattern is that some categories stand out slightly higher overall than others,ranking,,,,A third pattern is that some categories stand out slightly higher overall than others,medium,True,insufficient_data,no_numeric_values_in_claim,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",36,12,3,57.7,88.7,72.044444,71.6,10.687521,
openai_00073_0069,openai,00073,health indicators by category (00073),relevant_patterns_trends_and_comparisons,"Oncology has the highest average across its three indicators at 74.2 thousand patients, while Primary care has the lowest category average at 69.8 thousand",extreme,max,74.2|69.8,,"Oncology has the highest average across its three indicators at 74.2 thousand patients, while Primary care has the lowest category average at 69.8 thousand",high,False,insufficient_data,composite_extreme_not_fully_checkable,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",36,12,3,57.7,88.7,72.044444,71.6,10.687521,74.2|69.8
openai_00073_0070,openai,00073,health indicators by category (00073),relevant_patterns_trends_and_comparisons,Hospitalization and Cardiology also show relatively high overall levels because they contain some of the highest Referred values,extreme,max,,,Hospitalization and Cardiology also show relatively high overall levels because they contain some of the highest Referred values,medium,True,insufficient_data,no_numeric_values_in_claim,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",36,12,3,57.7,88.7,72.044444,71.6,10.687521,
openai_00073_0071,openai,00073,health indicators by category (00073),essential_key_details,"Across the entire chart, the minimum value is 57.7 thousand patients for Surgery in the Resolved series, and the maximum value is 88.7 thousand for Hospitalization in the Referred series",extreme,max,57.7|88.7,,"Across the entire chart, the minimum value is 57.7 thousand patients for Surgery in the Resolved series, and the maximum value is 88.7 thousand for Hospitalization in the Referred series",high,False,supported,checked_against_groundtruth_max,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",36,12,3,57.7,88.7,72.044444,71.6,10.687521,57.7|88.7
openai_00073_0072,openai,00073,health indicators by category (00073),essential_key_details,The overall average across all 36 values is 72.0 thousand patients,value,,36|72.0,,The overall average across all 36 values is 72.0 thousand patients,high,False,supported,all_numeric_values_matched,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",36,12,3,57.7,88.7,72.044444,71.6,10.687521,36.0|72.0
openai_00073_0073,openai,00073,health indicators by category (00073),essential_key_details,"For the Resolved series, the highest value is 63.3 in Oncology and the lowest is 57.7 in Surgery, with an average of 59.8",extreme,max,63.3|57.7|59.8,,"For the Resolved series, the highest value is 63.3 in Oncology and the lowest is 57.7 in Surgery, with an average of 59.8",high,False,insufficient_data,composite_extreme_not_fully_checkable,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",36,12,3,57.7,88.7,72.044444,71.6,10.687521,63.3|57.7|59.8
openai_00073_0074,openai,00073,health indicators by category (00073),essential_key_details,"For Under follow-up, the highest value is 75.5 in Mental health and the lowest is 68.6 in Hospitalization, with an average of 71.3",extreme,max,75.5|68.6|71.3,,"For Under follow-up, the highest value is 75.5 in Mental health and the lowest is 68.6 in Hospitalization, with an average of 71.3",high,False,insufficient_data,composite_extreme_not_fully_checkable,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",36,12,3,57.7,88.7,72.044444,71.6,10.687521,75.5|68.6|71.3
openai_00073_0075,openai,00073,health indicators by category (00073),essential_key_details,"For Referred, the highest value is 88.7 in Hospitalization and the lowest is 81.3 in Diagnosis, with an average of 85.0",extreme,max,88.7|81.3|85.0,,"For Referred, the highest value is 88.7 in Hospitalization and the lowest is 81.3 in Diagnosis, with an average of 85.0",high,False,supported,checked_against_groundtruth_max,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",36,12,3,57.7,88.7,72.044444,71.6,10.687521,88.7|81.3
openai_00073_0076,openai,00073,health indicators by category (00073),essential_key_details,"At category level, Oncology has the highest mean across its three measures at 74.2, while Primary care has the lowest at 69.8",extreme,max,74.2|69.8,,"At category level, Oncology has the highest mean across its three measures at 74.2, while Primary care has the lowest at 69.8",high,False,insufficient_data,composite_extreme_not_fully_checkable,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",36,12,3,57.7,88.7,72.044444,71.6,10.687521,74.2|69.8
openai_00073_0077,openai,00073,health indicators by category (00073),essential_key_details,"The widest spread within a category occurs in Hospitalization, where values run from 58.0 to 88.7, a range of 30.7 thousand patients",value,,58.0|88.7|30.7,,"The widest spread within a category occurs in Hospitalization, where values run from 58.0 to 88.7, a range of 30.7 thousand patients",high,False,contradicted,some_numeric_values_not_found,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",36,12,3,57.7,88.7,72.044444,71.6,10.687521,58.0|88.7
openai_00074_0078,openai,00074,health indicators by category (00074),overview_and_main_message,"This clustered column chart compares health-related categories by the number of patients, measured in thousands, under the title “health indicators by category (00074)",value,,00074,,"This clustered column chart compares health-related categories by the number of patients, measured in thousands, under the title “health indicators by category (00074)",high,False,contradicted,some_numeric_values_not_found,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",10,10,1,73.5,137.5,105.5,105.5,21.542207,
openai_00074_0079,openai,00074,health indicators by category (00074),overview_and_main_message,"” Its main message is a clear and steady increase across the categories: values rise from Primary care to Geriatrics without any reversals, showing substantial differences between the lowest and highest categories",extreme,max,,,"” Its main message is a clear and steady increase across the categories: values rise from Primary care to Geriatrics without any reversals, showing substantial differences between the lowest and highest categories",medium,True,insufficient_data,no_numeric_values_in_claim,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",10,10,1,73.5,137.5,105.5,105.5,21.542207,
openai_00074_0080,openai,00074,health indicators by category (00074),chart_structure,"The X-axis is titled “Category” and includes 10 categories: Primary care, Emergency, Hospitalization, Diagnosis, Rehabilitation, Mental health, Pharmacy, Oncology, Pediatrics, and Geriatrics",value,,10,,"The X-axis is titled “Category” and includes 10 categories: Primary care, Emergency, Hospitalization, Diagnosis, Rehabilitation, Mental health, Pharmacy, Oncology, Pediatrics, and Geriatrics",high,False,supported,all_numeric_values_matched,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",10,10,1,73.5,137.5,105.5,105.5,21.542207,10.0
openai_00074_0081,openai,00074,health indicators by category (00074),chart_structure,The Y-axis is titled “thousands of patients” and ranges from 73.5 to 137.5 thousand patients,value,,73.5|137.5,,The Y-axis is titled “thousands of patients” and ranges from 73.5 to 137.5 thousand patients,high,False,supported,all_numeric_values_matched,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",10,10,1,73.5,137.5,105.5,105.5,21.542207,73.5|137.5
openai_00074_0082,openai,00074,health indicators by category (00074),relevant_patterns_trends_and_comparisons,"The values start at 73.5 thousand patients for Primary care and rise step by step to 137.5 thousand for Geriatrics, indicating a consistent upward progression",value,,73.5|137.5,,"The values start at 73.5 thousand patients for Primary care and rise step by step to 137.5 thousand for Geriatrics, indicating a consistent upward progression",high,False,supported,all_numeric_values_matched,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",10,10,1,73.5,137.5,105.5,105.5,21.542207,73.5|137.5
openai_00074_0083,openai,00074,health indicators by category (00074),relevant_patterns_trends_and_comparisons,A second important pattern is the clear contrast between lower and higher categories,ranking,,,,A second important pattern is the clear contrast between lower and higher categories,medium,True,insufficient_data,no_numeric_values_in_claim,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",10,10,1,73.5,137.5,105.5,105.5,21.542207,
openai_00074_0084,openai,00074,health indicators by category (00074),relevant_patterns_trends_and_comparisons,"Early categories such as Primary care, Emergency, and Hospitalization remain below 90 thousand patients, while later categories such as Oncology, Pediatrics, and Geriatrics are all above 120 thousand",value,>,90|120,,"Early categories such as Primary care, Emergency, and Hospitalization remain below 90 thousand patients, while later categories such as Oncology, Pediatrics, and Geriatrics are all above 120 thousand",high,False,contradicted,some_numeric_values_not_found,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",10,10,1,73.5,137.5,105.5,105.5,21.542207,
